student_id,age,background,attendance,marks_avg,test_score,assignment_completion,login_frequency,study_hours_per_week,class_participation,doubt_sessions_attended,risk_score,risk_level,dropout
STU042012,28,Urban,68,49,47,32,14,12,Medium,6,0.4727,Medium,0
STU042013,27,Rural,64,67,33,63,13,18,Medium,7,0.4027,Medium,0
STU042014,20,Rural,56,69,26,36,11,11,Low,0,0.4596,Medium,1
STU042015,27,Urban,44,44,63,95,18,14,Medium,5,0.458,Medium,0
STU042016,24,Urban,100,70,67,83,23,21,Medium,9,0.2065,Low,0
STU042017,18,Urban,51,63,37,61,11,14,High,2,0.4296,Medium,0
STU042018,20,Urban,76,84,76,82,19,17,High,13,0.2065,Low,0
STU042019,22,Urban,91,75,72,78,20,21,High,18,0.1577,Low,0
STU042020,28,Rural,100,71,65,79,25,24,High,4,0.1115,Low,0
STU042021,21,Rural,43,78,72,82,24,24,Medium,8,0.3242,Medium,0
STU042022,20,Rural,25,43,24,29,8,8,Low,1,0.6892,Medium,1
STU042023,23,Urban,80,85,86,87,24,30,Low,16,0.2998,Low,0
STU042024,29,Urban,78,44,39,54,12,14,Low,4,0.508,Medium,1
STU042025,23,Urban,76,64,78,69,18,18,High,5,0.317,Medium,0
STU042026,21,Rural,38,11,42,57,8,1,Low,2,0.7245,High,1
STU042027,26,Urban,83,70,71,76,25,34,High,4,0.2374,Low,0
STU042028,28,Urban,86,70,77,76,23,18,Medium,11,0.3087,Medium,0
STU042029,23,Rural,56,48,24,54,21,22,Medium,8,0.4267,Medium,0
STU042030,26,Rural,67,42,48,54,21,9,Low,3,0.5476,Medium,1
STU042031,30,Rural,60,55,56,73,15,19,Medium,11,0.4353,Medium,0
STU042032,28,Urban,50,49,43,44,11,21,High,3,0.4593,Medium,1
STU042033,27,Urban,21,42,38,53,3,9,Low,2,0.7283,High,1
STU042034,27,Urban,83,69,56,89,14,30,High,8,0.2335,Low,0
STU042035,19,Rural,67,90,71,100,24,22,High,15,0.1753,Low,0
STU042036,23,Urban,79,85,69,83,24,29,High,7,0.1661,Low,0
STU042037,21,Rural,83,58,76,78,24,12,High,6,0.2413,Low,0
STU042038,19,Urban,91,57,70,78,22,26,High,4,0.2117,Low,0
STU042039,22,Rural,79,74,72,80,18,30,Low,20,0.325,Medium,0
STU042040,20,Urban,79,71,66,79,22,13,High,11,0.2855,Low,0
STU042041,23,Urban,77,41,43,57,16,15,Medium,6,0.4086,Medium,0
STU042042,28,Urban,85,68,67,76,17,18,High,18,0.3228,Medium,0
STU042043,25,Urban,87,77,65,90,23,23,High,17,0.1906,Low,0
STU042044,21,Urban,79,62,62,76,22,23,High,12,0.2779,Low,0
STU042045,29,Urban,79,63,77,97,22,33,High,15,0.17,Low,0
STU042046,21,Urban,79,71,71,68,17,15,Low,16,0.3881,Medium,0
STU042047,22,Urban,85,70,67,89,23,25,High,5,0.1981,Low,0
STU042048,23,Urban,93,68,63,82,22,26,High,9,0.1705,Low,0
STU042049,28,Urban,100,60,65,79,22,26,Medium,15,0.258,Low,1
STU042050,24,Urban,86,79,69,78,28,34,High,6,0.1589,Low,0
STU042051,23,Rural,52,30,20,10,5,5,High,1,0.6623,Medium,1
STU042052,24,Urban,58,49,62,44,20,17,Low,3,0.5323,Medium,0
STU042053,26,Urban,95,82,70,78,24,27,Medium,5,0.2274,Low,0
STU042054,21,Rural,61,88,71,66,20,22,High,10,0.2978,Low,0
STU042055,27,Urban,73,70,64,71,17,22,High,12,0.301,Medium,0
STU042056,18,Urban,94,73,72,83,27,23,High,15,0.1397,Low,0
STU042057,26,Rural,9,35,30,44,11,5,Low,1,0.8144,High,1
STU042058,24,Urban,76,72,42,62,8,16,Low,0,0.4771,Medium,1
STU042059,21,Urban,35,31,26,54,2,7,Low,0,0.6697,Medium,0
STU042060,27,Rural,22,26,44,29,11,5,Low,1,0.7755,High,0
STU042061,25,Rural,80,78,70,65,25,29,Medium,12,0.2841,Low,0
STU042062,29,Urban,70,53,69,73,23,20,High,5,0.339,Medium,0
STU042063,24,Urban,76,63,86,93,22,26,High,0,0.2453,Low,0
STU042064,29,Urban,22,8,18,33,5,9,Medium,0,0.8255,High,1
STU042065,19,Urban,40,21,19,0,5,10,Low,3,0.8102,High,1
STU042066,18,Urban,94,82,80,68,20,32,High,11,0.159,Low,1
STU042067,26,Urban,45,84,34,68,17,9,Low,8,0.4794,Medium,1
STU042068,24,Urban,79,85,64,83,17,22,Medium,9,0.2595,Low,0
STU042069,27,Rural,87,67,86,80,13,25,Medium,4,0.2672,Low,0
STU042070,18,Urban,84,73,69,68,22,19,High,12,0.2539,Low,0
STU042071,30,Urban,72,49,55,42,11,11,Low,7,0.5825,Medium,1
STU042072,21,Rural,74,84,81,68,27,21,High,9,0.2024,Low,0
STU042073,22,Urban,68,68,59,79,19,23,High,14,0.2613,Low,0
STU042074,22,Rural,82,67,79,93,18,23,High,9,0.2599,Low,0
STU042075,22,Urban,60,41,45,56,2,14,Low,14,0.5957,Medium,1
STU042076,28,Urban,82,69,58,88,29,21,High,3,0.1861,Low,0
STU042077,20,Rural,82,52,55,81,24,20,Medium,9,0.2812,Low,1
STU042078,22,Urban,60,35,57,86,23,12,Medium,7,0.5029,Medium,1
STU042079,21,Urban,83,81,74,63,24,28,High,5,0.2129,Low,0
STU042080,22,Rural,52,36,27,53,9,4,Medium,0,0.5596,Medium,1
STU042081,24,Urban,89,69,69,94,20,24,Medium,0,0.2815,Low,1
STU042082,22,Urban,69,34,47,44,14,15,High,6,0.4437,Medium,0
STU042083,25,Rural,71,67,56,73,18,17,Medium,11,0.41,Medium,0
STU042084,25,Rural,63,47,68,59,18,21,Low,6,0.4934,Medium,1
STU042085,20,Urban,90,69,89,70,29,30,High,14,0.1302,Low,0
STU042086,22,Urban,31,39,7,45,8,5,Low,2,0.7313,High,1
STU042087,29,Urban,61,43,41,45,17,10,Medium,10,0.5091,Medium,1
STU042088,21,Urban,66,68,54,51,13,16,High,8,0.3648,Medium,0
STU042089,22,Urban,74,87,62,84,20,25,Low,10,0.2445,Low,0
STU042090,25,Urban,77,59,43,37,20,6,High,12,0.4081,Medium,1
STU042091,21,Urban,92,73,66,81,24,17,High,6,0.1909,Low,0
STU042092,22,Rural,65,90,51,75,23,16,High,9,0.2773,Low,0
STU042093,24,Urban,55,73,57,45,13,10,Low,5,0.5792,Medium,0
STU042094,20,Rural,46,68,15,42,8,4,High,0,0.4501,Medium,1
STU042095,30,Rural,65,50,35,49,13,16,High,12,0.4329,Medium,0
STU042096,23,Rural,87,84,60,94,29,13,High,12,0.1835,Low,0
STU042097,26,Urban,73,79,58,87,21,18,Medium,10,0.2511,Low,0
STU042098,28,Rural,84,67,72,82,23,14,High,16,0.2234,Low,0
STU042099,21,Urban,86,74,73,98,23,26,High,3,0.1346,Low,1
STU042100,21,Urban,77,76,82,64,20,17,Medium,15,0.3368,Medium,0
STU042101,23,Urban,41,25,18,32,13,3,Low,2,0.6845,Medium,1
STU042102,23,Urban,63,43,38,62,21,14,Medium,12,0.4142,Medium,1
STU042103,20,Urban,48,35,29,20,2,5,Low,2,0.6819,Medium,1
STU042104,18,Urban,82,55,69,81,20,23,Medium,8,0.3521,Medium,0
STU042105,20,Urban,79,45,43,60,12,24,Low,10,0.42,Medium,0
STU042106,25,Rural,64,60,42,45,9,11,Medium,7,0.5274,Medium,0
STU042107,25,Rural,99,66,74,83,28,30,Medium,10,0.2146,Low,0
STU042108,23,Urban,70,59,58,64,29,23,Medium,19,0.3654,Medium,0
STU042109,24,Urban,82,82,85,82,19,20,Low,10,0.2955,Low,1
STU042110,19,Rural,100,77,78,90,20,28,High,13,0.1296,Low,0
STU042111,26,Rural,77,69,83,69,23,25,High,10,0.2703,Low,0
STU042112,20,Urban,61,37,52,35,17,20,Medium,10,0.4912,Medium,0
STU042113,19,Rural,100,57,68,57,24,20,High,7,0.1795,Low,0
STU042114,22,Rural,49,80,73,61,22,32,Medium,16,0.3758,Medium,0
STU042115,18,Urban,29,31,31,43,6,4,Low,4,0.6871,Medium,1
STU042116,22,Rural,77,62,61,82,17,29,High,11,0.2751,Low,0
STU042117,27,Rural,61,44,32,61,16,9,Medium,12,0.4795,Medium,0
STU042118,21,Rural,90,67,78,86,24,27,High,11,0.1877,Low,0
STU042119,29,Rural,55,24,48,75,12,13,Medium,8,0.5146,Medium,0
STU042120,23,Urban,50,38,76,68,10,11,Low,7,0.6153,Medium,1
STU042121,29,Rural,91,83,73,72,21,25,High,0,0.1786,Low,0
STU042122,22,Urban,84,72,68,74,23,30,High,3,0.2842,Low,0
STU042123,26,Urban,45,33,15,45,4,6,Low,2,0.7272,High,1
STU042124,22,Rural,41,56,40,59,12,16,Low,0,0.5734,Medium,0
STU042125,30,Rural,46,32,31,24,13,7,High,2,0.5822,Medium,1
STU042126,25,Rural,83,73,77,76,17,23,Low,9,0.4234,Medium,1
STU042127,29,Urban,67,55,53,60,12,10,High,8,0.4287,Medium,0
STU042128,30,Urban,88,58,54,94,21,22,High,14,0.254,Low,0
STU042129,19,Rural,82,72,64,65,17,31,Medium,12,0.2309,Low,0
STU042130,20,Urban,86,72,71,83,16,20,Medium,11,0.299,Low,0
STU042131,20,Rural,59,30,42,57,11,2,High,0,0.5214,Medium,0
STU042132,20,Rural,77,85,53,80,30,21,High,12,0.188,Low,0
STU042133,23,Urban,87,62,71,78,20,21,High,15,0.2868,Low,0
STU042134,24,Urban,71,72,90,100,24,21,Low,11,0.3191,Medium,0
STU042135,24,Urban,96,70,84,89,21,16,High,10,0.2236,Low,0
STU042136,29,Rural,52,25,58,71,18,24,Medium,9,0.4189,Medium,0
STU042137,24,Urban,66,41,49,52,14,5,Medium,3,0.448,Medium,0
STU042138,29,Rural,65,40,45,43,20,20,Low,8,0.5099,Medium,0
STU042139,20,Rural,30,20,22,13,15,4,Low,3,0.7598,High,1
STU042140,18,Urban,41,29,40,35,3,4,Low,1,0.7635,High,1
STU042141,23,Urban,72,84,64,85,16,21,Medium,12,0.2757,Low,0
STU042142,20,Rural,83,68,68,75,21,18,High,12,0.2558,Low,0
STU042143,30,Urban,77,63,70,86,21,8,Medium,4,0.3456,Medium,0
STU042144,20,Urban,41,38,43,27,7,9,Low,4,0.6979,Medium,1
STU042145,20,Rural,80,61,68,90,30,21,Low,8,0.2866,Low,0
STU042146,26,Rural,55,64,40,58,6,19,Medium,1,0.4466,Medium,0
STU042147,29,Urban,45,30,16,22,6,5,Low,0,0.7042,High,1
STU042148,21,Rural,76,77,47,64,22,25,Medium,12,0.2628,Low,0
STU042149,22,Urban,61,61,60,46,19,22,Low,6,0.43,Medium,0
STU042150,20,Rural,84,66,60,100,24,17,High,10,0.1961,Low,0
STU042151,27,Rural,35,48,17,31,7,8,Low,1,0.6727,Medium,1
STU042152,30,Urban,26,36,16,31,9,3,Medium,2,0.6872,Medium,1
STU042153,29,Rural,83,55,71,84,17,27,Medium,14,0.3009,Medium,0
STU042154,18,Rural,86,70,81,81,23,25,High,14,0.2162,Low,0
STU042155,29,Urban,79,83,63,95,21,28,Low,9,0.2724,Low,0
STU042156,21,Urban,80,57,60,71,19,18,Medium,8,0.3409,Medium,0
STU042157,18,Rural,27,28,31,63,9,8,Medium,4,0.6488,Medium,1
STU042158,28,Urban,42,53,32,33,8,4,Medium,1,0.613,Medium,0
STU042159,28,Urban,82,68,69,68,20,21,High,10,0.2332,Low,0
STU042160,24,Urban,88,76,70,86,22,18,Medium,14,0.2067,Low,0
STU042161,24,Urban,77,60,69,78,20,25,Medium,11,0.2832,Low,0
STU042162,21,Urban,97,72,62,68,22,26,Medium,10,0.2615,Low,0
STU042163,22,Rural,38,27,34,21,10,9,Medium,2,0.6978,Medium,1
STU042164,27,Rural,92,72,73,84,25,24,High,4,0.2006,Low,0
STU042165,24,Urban,96,77,71,82,28,20,High,16,0.1781,Low,0
STU042166,30,Urban,78,54,76,82,16,17,High,8,0.3045,Medium,0
STU042167,23,Rural,74,69,51,90,22,23,Medium,12,0.3226,Medium,1
STU042168,30,Rural,22,30,34,34,7,7,Low,7,0.7838,High,1
STU042169,21,Rural,52,49,51,64,16,10,Medium,5,0.5121,Medium,1
STU042170,21,Urban,70,66,75,61,27,32,Medium,9,0.2794,Low,0
STU042171,19,Urban,83,71,77,75,25,21,Medium,9,0.2424,Low,1
STU042172,27,Rural,41,81,66,76,15,11,Medium,4,0.4741,Medium,1
STU042173,19,Rural,18,16,37,46,4,8,Medium,1,0.7127,High,1
STU042174,29,Rural,100,99,54,88,21,23,High,1,0.1512,Low,0
STU042175,21,Rural,97,83,71,86,21,31,Low,17,0.2574,Low,0
STU042176,22,Urban,36,70,63,48,18,11,Medium,7,0.503,Medium,1
STU042177,21,Urban,86,91,77,90,30,22,Low,15,0.2,Low,0
STU042178,20,Urban,79,77,73,88,22,27,Medium,14,0.3239,Medium,0
STU042179,28,Urban,42,68,34,72,15,13,Medium,4,0.4251,Medium,0
STU042180,19,Rural,80,68,77,100,26,14,High,9,0.263,Low,0
STU042181,21,Rural,91,58,78,78,19,17,High,5,0.2936,Low,0
STU042182,28,Urban,90,72,77,98,24,22,High,20,0.1652,Low,0
STU042183,22,Urban,67,70,55,79,17,20,Medium,6,0.3137,Medium,0
STU042184,18,Rural,56,13,47,28,10,7,Medium,4,0.6922,Medium,0
STU042185,30,Urban,92,62,76,69,19,13,Low,20,0.3049,Medium,0
STU042186,18,Rural,97,78,70,62,22,18,Medium,15,0.2604,Low,0
STU042187,23,Rural,93,68,92,74,19,19,Medium,10,0.2993,Low,0
STU042188,22,Urban,68,40,29,66,20,10,Low,8,0.5093,Medium,0
STU042189,28,Urban,73,82,62,83,23,24,Medium,10,0.2294,Low,0
STU042190,21,Rural,28,17,21,66,6,10,Medium,3,0.6467,Medium,1
STU042191,18,Rural,89,71,63,75,22,22,High,7,0.1749,Low,0
STU042192,29,Urban,32,27,40,25,9,7,Low,4,0.7262,High,1
STU042193,24,Urban,89,73,78,74,20,21,Medium,12,0.279,Low,1
STU042194,21,Urban,86,83,62,90,22,9,High,11,0.1881,Low,0
STU042195,20,Rural,36,36,10,53,14,0,Low,1,0.672,Medium,1
STU042196,24,Urban,80,75,64,76,16,29,Low,7,0.291,Low,0
STU042197,19,Rural,94,37,69,94,17,18,High,13,0.2919,Low,0
STU042198,27,Rural,82,56,64,96,26,18,Medium,7,0.2794,Low,0
STU042199,18,Urban,51,57,55,70,11,14,Low,10,0.5278,Medium,1
STU042200,28,Urban,40,72,71,91,25,23,High,8,0.341,Medium,0
STU042201,21,Urban,31,39,28,43,15,5,Medium,3,0.589,Medium,1
STU042202,30,Urban,66,52,42,64,14,4,Medium,4,0.4771,Medium,0
STU042203,25,Urban,33,18,14,12,4,11,Medium,3,0.7466,High,1
STU042204,30,Urban,62,37,71,70,15,16,Medium,9,0.4798,Medium,1
STU042205,23,Urban,78,76,71,76,22,27,High,6,0.2344,Low,0
STU042206,26,Urban,30,9,38,23,8,2,High,0,0.7087,High,0
STU042207,18,Urban,95,65,86,87,22,25,High,8,0.1989,Low,0
STU042208,18,Rural,95,84,68,75,18,22,High,14,0.1332,Low,0
STU042209,28,Urban,75,64,67,69,21,17,High,3,0.3261,Medium,0
STU042210,22,Rural,84,72,62,71,22,28,High,9,0.2134,Low,0
STU042211,23,Urban,83,86,75,99,19,20,Low,9,0.2724,Low,0
STU042212,25,Urban,41,45,29,15,11,5,Low,1,0.6955,Medium,1
STU042213,20,Rural,62,78,83,85,17,27,Medium,9,0.2985,Low,0
STU042214,23,Urban,80,58,56,82,17,22,High,6,0.2368,Low,0
STU042215,20,Rural,43,44,45,34,8,5,Medium,5,0.6102,Medium,1
STU042216,25,Rural,94,75,74,78,17,24,High,13,0.193,Low,0
STU042217,29,Urban,89,62,62,89,20,24,High,6,0.1676,Low,0
STU042218,28,Urban,80,60,66,92,20,22,Medium,10,0.2901,Low,0
STU042219,28,Rural,87,66,77,55,23,24,High,7,0.2559,Low,0
STU042220,21,Rural,54,48,45,33,9,6,Low,1,0.6167,Medium,1
STU042221,19,Urban,56,38,45,42,5,14,High,10,0.5422,Medium,0
STU042222,29,Rural,85,79,88,100,14,23,Medium,8,0.209,Low,0
STU042223,26,Rural,79,64,64,74,25,18,Medium,4,0.289,Low,0
STU042224,27,Rural,63,17,34,28,7,4,Low,3,0.6815,Medium,1
STU042225,30,Rural,78,74,74,78,18,21,High,10,0.1988,Low,0
STU042226,25,Urban,29,34,35,34,0,7,High,3,0.6653,Medium,1
STU042227,23,Rural,98,81,62,74,21,21,High,18,0.2359,Low,0
STU042228,20,Rural,45,18,22,17,14,3,High,1,0.6105,Medium,1
STU042229,19,Urban,57,54,66,67,18,8,High,6,0.3782,Medium,0
STU042230,30,Urban,59,16,8,0,3,2,Low,2,0.8024,High,1
STU042231,21,Urban,91,88,60,84,24,29,High,0,0.1213,Low,0
STU042232,21,Urban,53,41,57,47,17,18,Medium,3,0.5135,Medium,0
STU042233,18,Rural,79,69,67,96,20,21,High,5,0.2473,Low,0
STU042234,26,Urban,84,71,50,64,21,20,Medium,12,0.3525,Medium,0
STU042235,27,Rural,93,37,55,60,23,17,High,14,0.2697,Low,0
STU042236,25,Urban,77,69,39,85,23,14,High,14,0.3014,Medium,0
STU042237,24,Urban,83,51,78,100,22,20,High,14,0.276,Low,0
STU042238,23,Urban,90,67,63,82,24,24,Medium,11,0.2102,Low,0
STU042239,20,Rural,60,17,24,35,15,4,Medium,1,0.6001,Medium,0
STU042240,21,Urban,90,68,44,78,26,26,High,4,0.2267,Low,0
STU042241,19,Rural,76,64,59,75,14,26,Medium,8,0.3252,Medium,0
STU042242,24,Rural,92,77,79,65,17,17,High,12,0.2223,Low,0
STU042243,19,Urban,63,38,40,37,8,11,Medium,13,0.5592,Medium,1
STU042244,27,Urban,74,50,57,67,27,16,Medium,4,0.365,Medium,0
STU042245,18,Urban,76,76,56,79,16,27,High,14,0.2008,Low,0
STU042246,23,Rural,94,44,76,94,22,25,High,5,0.2783,Low,0
STU042247,21,Urban,79,72,55,76,26,26,Medium,11,0.2412,Low,0
STU042248,25,Urban,84,52,89,64,22,21,High,8,0.2726,Low,0
STU042249,18,Rural,63,44,59,36,18,17,High,4,0.4355,Medium,0
STU042250,26,Urban,39,43,46,48,4,5,Medium,1,0.5607,Medium,0
STU042251,23,Urban,48,33,38,37,5,3,Low,1,0.6356,Medium,1
STU042252,19,Rural,77,25,81,81,21,26,Medium,8,0.3912,Medium,0
STU042253,25,Urban,32,40,41,14,13,9,Low,2,0.7236,High,1
STU042254,22,Urban,28,56,60,61,8,9,Medium,4,0.6319,Medium,1
STU042255,22,Rural,80,61,64,81,19,28,High,6,0.2313,Low,0
STU042256,22,Rural,30,11,13,68,8,7,Low,1,0.7448,High,1
STU042257,24,Urban,92,69,69,85,20,17,Medium,11,0.2925,Low,0
STU042258,24,Urban,86,55,65,84,30,33,Low,10,0.3016,Medium,1
STU042259,27,Rural,52,59,51,71,18,11,Low,6,0.4886,Medium,0
STU042260,28,Rural,91,80,63,69,22,16,High,16,0.151,Low,0
STU042261,24,Urban,68,79,58,73,13,24,High,11,0.2458,Low,0
STU042262,29,Urban,77,71,83,69,22,22,Medium,16,0.2708,Low,0
STU042263,27,Urban,68,53,53,41,3,13,Medium,0,0.5732,Medium,0
STU042264,19,Urban,89,72,75,68,15,31,High,20,0.2674,Low,0
STU042265,25,Rural,74,83,55,79,19,22,Medium,15,0.2619,Low,0
STU042266,18,Urban,25,34,24,33,3,8,Low,4,0.7413,High,1
STU042267,30,Urban,78,73,69,77,22,20,High,11,0.2079,Low,0
STU042268,19,Urban,100,61,76,92,22,21,High,15,0.173,Low,0
STU042269,28,Urban,96,65,73,79,24,23,High,11,0.1954,Low,0
STU042270,24,Urban,89,56,73,67,22,20,High,10,0.2797,Low,0
STU042271,21,Rural,25,29,37,21,7,9,Low,4,0.7981,High,1
STU042272,28,Urban,88,71,61,77,21,18,High,13,0.2748,Low,1
STU042273,27,Rural,83,55,44,45,1,16,Medium,7,0.4425,Medium,1
STU042274,27,Rural,82,84,59,88,28,24,High,14,0.1822,Low,0
STU042275,26,Rural,87,51,67,52,27,24,High,14,0.3253,Medium,0
STU042276,28,Urban,95,73,62,89,24,26,High,11,0.0923,Low,0
STU042277,26,Urban,58,55,58,61,4,9,High,6,0.4581,Medium,0
STU042278,20,Urban,55,55,51,52,12,11,Medium,6,0.4963,Medium,1
STU042279,30,Urban,88,86,72,81,19,23,Low,10,0.3221,Medium,0
STU042280,30,Urban,91,48,42,49,15,9,Medium,5,0.4169,Medium,0
STU042281,20,Urban,75,59,83,78,18,26,High,7,0.2644,Low,0
STU042282,26,Urban,81,67,55,77,28,15,High,7,0.2797,Low,1
STU042283,30,Urban,17,24,23,31,7,5,Low,4,0.7501,High,1
STU042284,27,Urban,75,63,76,69,18,16,Low,5,0.428,Medium,1
STU042285,29,Urban,76,87,82,83,24,26,Medium,14,0.2254,Low,0
STU042286,25,Urban,84,73,53,70,16,24,Medium,10,0.2927,Low,0
STU042287,18,Rural,81,69,83,88,24,23,High,6,0.2338,Low,0
STU042288,23,Urban,91,61,86,90,27,22,Medium,8,0.2389,Low,0
STU042289,24,Rural,65,67,56,54,19,10,Medium,8,0.4474,Medium,0
STU042290,28,Urban,85,81,57,93,26,20,High,10,0.2657,Low,0
STU042291,25,Rural,57,47,47,60,13,15,Medium,6,0.479,Medium,1
STU042292,29,Urban,83,84,69,66,26,18,Medium,5,0.2587,Low,0
STU042293,29,Rural,72,69,72,85,13,25,Medium,17,0.3397,Medium,0
STU042294,19,Urban,57,25,53,59,7,15,Medium,3,0.627,Medium,1
STU042295,18,Rural,99,83,74,81,19,30,High,10,0.0808,Low,0
STU042296,21,Urban,76,66,66,58,14,0,High,4,0.4179,Medium,0
STU042297,18,Rural,52,38,48,65,22,17,Medium,2,0.4869,Medium,1
STU042298,19,Urban,23,44,43,46,12,7,Medium,4,0.5898,Medium,0
STU042299,20,Urban,44,68,47,62,17,16,Medium,0,0.449,Medium,0
STU042300,21,Urban,33,8,22,70,10,2,Low,1,0.7214,High,1
STU042301,29,Rural,86,72,61,94,19,20,High,11,0.2197,Low,0
STU042302,29,Urban,57,82,25,65,19,16,Medium,14,0.3721,Medium,1
STU042303,23,Urban,36,39,29,24,10,5,Medium,5,0.5754,Medium,0
STU042304,25,Rural,62,48,46,37,9,18,Medium,13,0.4782,Medium,0
STU042305,26,Urban,33,40,21,54,6,2,Low,3,0.7047,High,1
STU042306,21,Urban,86,69,87,86,25,26,High,7,0.2132,Low,0
STU042307,18,Rural,77,77,62,87,24,22,Low,6,0.3347,Medium,0
STU042308,22,Urban,80,78,69,68,19,28,Medium,3,0.2692,Low,0
STU042309,22,Rural,71,62,66,87,18,27,Medium,12,0.3179,Medium,0
STU042310,26,Urban,42,49,64,62,18,20,Medium,4,0.4512,Medium,0
STU042311,23,Urban,61,41,64,44,14,10,Low,12,0.5587,Medium,0
STU042312,22,Urban,55,32,43,23,5,9,Low,3,0.6429,Medium,1
STU042313,27,Rural,30,37,4,41,4,6,Low,2,0.7649,High,1
STU042314,27,Rural,70,85,87,81,21,23,High,8,0.2071,Low,0
STU042315,22,Urban,94,65,59,83,20,25,Medium,15,0.254,Low,0
STU042316,25,Urban,48,18,40,24,13,8,Low,4,0.6772,Medium,1
STU042317,28,Rural,87,68,62,85,23,20,High,6,0.2123,Low,0
STU042318,18,Rural,18,30,45,57,13,3,Medium,8,0.6762,Medium,1
STU042319,22,Urban,77,83,69,96,21,18,High,7,0.1782,Low,0
STU042320,18,Urban,29,31,28,46,4,11,Low,0,0.7227,High,1
STU042321,24,Rural,85,79,73,80,24,16,High,8,0.222,Low,0
STU042322,24,Rural,72,54,63,41,13,7,Low,3,0.5224,Medium,1
STU042323,30,Urban,27,18,9,10,4,9,Low,1,0.7595,High,1
STU042324,27,Urban,54,54,54,74,19,19,Medium,1,0.4332,Medium,0
STU042325,25,Rural,29,28,43,23,0,7,Low,4,0.8022,High,1
STU042326,24,Urban,89,73,67,89,30,18,High,12,0.205,Low,0
STU042327,28,Urban,60,43,68,45,16,13,Low,10,0.5965,Medium,1
STU042328,26,Rural,90,74,75,84,14,31,Low,13,0.2591,Low,0
STU042329,25,Urban,92,63,57,64,19,26,High,10,0.2158,Low,0
STU042330,25,Urban,85,82,67,65,24,19,Medium,13,0.254,Low,0
STU042331,20,Rural,67,50,60,86,7,19,Medium,0,0.4332,Medium,0
STU042332,27,Urban,9,36,17,6,1,5,Low,2,0.9323,High,1
STU042333,21,Urban,58,46,71,52,16,23,Medium,1,0.5036,Medium,0
STU042334,21,Urban,81,70,69,94,29,30,Medium,8,0.2196,Low,0
STU042335,18,Urban,57,67,79,92,17,14,Low,5,0.4484,Medium,1
STU042336,23,Urban,32,39,48,40,12,7,Low,7,0.6573,Medium,1
STU042337,19,Rural,77,53,33,69,5,20,Medium,2,0.3915,Medium,1
STU042338,26,Urban,89,86,63,74,24,15,Medium,13,0.2173,Low,0
STU042339,18,Rural,29,43,19,21,7,7,Low,3,0.7289,High,1
STU042340,18,Rural,44,29,38,62,9,10,Low,2,0.6347,Medium,0
STU042341,28,Urban,66,76,58,48,15,13,Medium,12,0.4197,Medium,0
STU042342,30,Urban,16,16,43,35,9,3,Low,3,0.7787,High,1
STU042343,27,Urban,59,76,38,43,17,14,Low,8,0.4753,Medium,0
STU042344,28,Urban,23,14,46,42,10,8,Low,1,0.7754,High,1
STU042345,23,Urban,70,42,47,58,17,9,Medium,2,0.4595,Medium,1
STU042346,30,Rural,85,76,61,85,21,20,High,8,0.2182,Low,0
STU042347,18,Rural,85,71,65,81,26,25,Low,8,0.2678,Low,0
STU042348,29,Urban,79,68,72,79,18,16,Medium,12,0.3097,Medium,0
STU042349,20,Urban,99,72,64,68,15,17,Low,12,0.3065,Medium,0
STU042350,27,Urban,70,21,47,68,13,16,Medium,3,0.4429,Medium,0
STU042351,19,Urban,36,43,37,57,18,14,Low,2,0.592,Medium,1
STU042352,30,Urban,87,52,75,87,20,24,High,10,0.2523,Low,0
STU042353,28,Urban,82,62,70,84,25,24,High,12,0.2443,Low,0
STU042354,26,Urban,75,41,85,55,15,16,Medium,2,0.4652,Medium,0
STU042355,22,Urban,94,83,51,91,17,18,Medium,13,0.1898,Low,0
STU042356,23,Urban,84,72,65,45,7,6,Low,9,0.4884,Medium,0
STU042357,19,Rural,89,67,45,64,20,22,High,8,0.2344,Low,0
STU042358,25,Urban,23,31,43,23,10,13,Low,6,0.7619,High,1
STU042359,23,Rural,87,81,46,76,25,24,High,11,0.209,Low,0
STU042360,28,Rural,79,73,85,79,16,20,Medium,10,0.3434,Medium,0
STU042361,29,Urban,65,51,17,69,4,22,Medium,7,0.4995,Medium,0
STU042362,25,Urban,44,60,66,42,14,18,High,7,0.4332,Medium,0
STU042363,25,Rural,33,25,20,17,12,2,Medium,2,0.7185,High,1
STU042364,18,Urban,28,0,31,32,10,4,Medium,3,0.7547,High,1
STU042365,24,Rural,80,83,82,79,14,28,High,7,0.1744,Low,0
STU042366,19,Rural,83,51,65,69,22,16,High,11,0.2483,Low,0
STU042367,28,Rural,88,74,83,90,28,21,Low,6,0.2324,Low,0
STU042368,25,Urban,79,86,64,75,21,17,High,8,0.2413,Low,0
STU042369,29,Rural,87,38,60,66,16,2,High,0,0.3531,Medium,0
STU042370,19,Rural,71,32,45,85,17,16,Low,5,0.4656,Medium,1
STU042371,21,Urban,64,39,81,61,17,15,Medium,6,0.4833,Medium,0
STU042372,19,Rural,79,73,77,91,22,17,High,13,0.2031,Low,0
STU042373,30,Urban,42,34,23,40,0,7,Medium,4,0.6141,Medium,0
STU042374,24,Urban,95,66,95,100,23,25,Medium,12,0.2291,Low,0
STU042375,22,Urban,3,24,5,44,11,0,Low,0,0.855,High,1
